time,output_port
23.60185424,0
23.70060676,0
23.79935929,0
23.89811182,0
23.99686435,0
24.09561688,0
24.1943694,0
24.29312193,0
24.39187446,0
24.49062699,0
24.58937952,0
24.68813205,0
24.78688457,0
24.8856371,0
24.98438963,0
25.08314216,0
25.18189469,0
25.28064722,0
25.37939974,0
25.47815227,0
25.5769048,0
25.67565733,0
25.77440986,0
25.87316238,0
25.97191491,0
26.07066744,0
26.16941997,0
26.2681725,0
26.36692503,0
26.46567755,0
26.56443008,0
26.66318261,0
26.76193514,0
26.86068767,0
26.95944019,0
27.05819272,0
27.15694525,0
27.25569778,0
27.35445031,0
27.45320284,0
27.55195536,0
27.65070789,0
27.74946042,0
27.84821295,0
27.94696548,0
28.045718,0
28.14447053,0
28.24322306,0
28.34197559,0
28.44072812,0
28.53948065,0
28.63823317,0
28.7369857,0
28.83573823,0
28.93449076,0
29.03324329,0
29.13199581,0
29.23074834,0
29.32950087,0
29.4282534,0
29.52700593,0
29.62575846,0
29.72451098,0
29.82326351,0
29.92201604,0
30.02076857,0
30.1195211,0
30.21827362,0
30.31702615,0
30.41577868,0
30.51453121,0
30.61328374,0
30.71203627,0
30.81078879,0
30.90954132,0
31.00829385,0
31.10704638,0
31.20579891,0
31.30455143,0
31.40330396,0
31.50205649,0
31.60080902,0
31.69956155,0
31.79831408,0
31.8970666,0
31.99581913,0
32.09457166,0
32.19332419,0
32.29207672,0
32.39082924,0
32.48958177,0
32.5883343,0
32.68708683,0
32.78583936,0
32.88459189,0
32.98334441,0
33.08209694,0
33.18084947,0
33.279602,0
33.37835453,0
33.47710705,0
33.57585958,0
33.67461211,0
33.77336464,0
33.87211717,0
33.9708697,0
34.06962222,0
34.16837475,0
34.26712728,0
34.36587981,0
34.46463234,0
34.56338486,0
34.66213739,0
34.76088992,0
34.85964245,0
34.95839498,0
35.05714751,0
35.15590003,0
35.25465256,0
35.35340509,0
35.45215762,0
35.55091015,0
35.64966267,0
35.7484152,0
35.84716773,0
35.94592026,0
36.04467279,0
36.14342532,0
36.24217784,0
36.34093037,0
36.4396829,0
36.53843543,0
36.63718796,0
36.73594048,0
36.83469301,0
36.93344554,0
37.03219807,0
37.1309506,0
37.22970313,0
37.32845565,0
37.42720818,0
37.52596071,0
37.62471324,0
37.72346577,0
37.82221829,0
37.92097082,0
38.01972335,0
38.11847588,0
38.21722841,0
38.31598094,0
38.41473346,0
38.51348599,0
38.61223852,0
38.71099105,0
38.80974358,0
38.9084961,0
39.00724863,0
39.10600116,0
39.20475369,0
39.30350622,0
39.40225875,0
39.50101127,0
39.5997638,0
39.69851633,0
39.79726886,0
39.89602139,0
39.99477391,0
40.09352644,0
40.19227897,0
40.2910315,0
40.38978403,0
40.48853656,0
40.58728908,0
40.68604161,0
40.78479414,0
40.88354667,0
40.9822992,0
41.08105172,0
41.17980425,0
41.27855678,0
41.37730931,0
41.47606184,0
41.57481437,0
41.67356689,0
41.77231942,0
41.87107195,0
41.96982448,0
42.06857701,0
42.16732953,0
42.26608206,0
42.36483459,0
42.46358712,0
42.56233965,0
42.66109218,0
42.7598447,0
42.85859723,0
42.95734976,0
43.05610229,0
43.15485482,0
43.25360734,0
43.35235987,0
43.4511124,0
43.54986493,0
43.64861746,0
43.74736999,0
43.84612251,0
43.94487504,0
44.04362757,0
44.1423801,0
44.24113263,0
44.33988515,0
44.43863768,0
44.53739021,0
44.63614274,0
44.73489527,0
44.8336478,0
44.93240032,0
45.03115285,0
45.12990538,0
45.22865791,0
45.32741044,0
45.42616296,0
45.52491549,0
45.62366802,0
45.72242055,0
45.82117308,0
45.91992561,0
46.01867813,0
46.11743066,0
46.21618319,0
46.31493572,0
46.41368825,0
46.51244077,0
46.6111933,0
46.70994583,0
46.80869836,0
46.90745089,0
47.00620342,0
47.10495594,0
47.20370847,0
47.302461,0
47.40121353,0
47.49996606,0
47.59871858,0
47.69747111,0
47.79622364,0
47.89497617,0
47.9937287,0
48.09248123,0
48.19123375,0
48.28998628,0
48.38873881,0
48.48749134,0
48.58624387,0
48.68499639,0
48.78374892,0
48.88250145,0
48.98125398,0
49.08000651,0
49.17875904,0
49.27751156,0
49.37626409,0
49.47501662,0
49.57376915,0
49.67252168,0
49.7712742,0
49.87002673,0
49.96877926,0
50.06753179,0
50.16628432,0
50.26503685,0
50.36378937,0
50.4625419,0
50.56129443,0
50.66004696,0
50.75879949,0
50.85755201,0
50.95630454,0
51.05505707,0
51.1538096,0
51.25256213,0
51.35131466,0
51.45006718,0
51.54881971,0
51.64757224,0
51.74632477,0
51.8450773,0
51.94382982,0
52.04258235,0
52.14133488,0
52.24008741,0
52.33883994,0
52.43759247,0
52.53634499,0
52.63509752,0
52.73385005,0
52.83260258,0
52.93135511,0
53.03010763,0
53.12886016,0
53.22761269,0
53.32636522,0
53.42511775,0
53.52387028,0
53.6226228,0
53.72137533,0
53.82012786,0
53.91888039,0
54.01763292,0
54.11638544,0
54.21513797,0
54.3138905,0
54.41264303,0
54.51139556,0
54.61014809,0
54.70890061,0
54.80765314,0
54.90640567,0
55.0051582,0
55.10391073,0
55.20266325,0
55.30141578,0
55.40016831,0
55.49892084,0
55.59767337,0
55.6964259,0
55.79517842,0
55.89393095,0
55.99268348,0
56.09143601,0
56.19018854,0
56.28894106,0
56.38769359,0
56.48644612,0
56.58519865,0
56.68395118,0
56.78270371,0
56.88145623,0
56.98020876,0
57.07896129,0
57.17771382,0
57.27646635,0
57.37521887,0
57.4739714,0
57.57272393,0
57.67147646,0
57.77022899,0
57.86898152,0
57.96773404,0
58.06648657,0
58.1652391,0
58.26399163,0
58.36274416,0
58.46149668,0
58.56024921,0
58.65900174,0
58.75775427,0
58.8565068,0
58.95525933,0
59.05401185,0
59.15276438,0
59.25151691,0
59.35026944,0
59.44902197,0
59.54777449,0
59.64652702,0
59.74527955,0
59.84403208,0
59.94278461,0
60.04153714,0
60.14028966,0
60.23904219,0
60.33779472,0
60.43654725,0
60.53529978,0
60.6340523,0
60.73280483,0
60.83155736,0
60.93030989,0
61.02906242,0
61.12781495,0
61.22656747,0
61.32532,0
61.42407253,0
61.52282506,0
61.62157759,0
61.72033011,0
61.81908264,0
61.91783517,0
62.0165877,0
62.11534023,0
62.21409276,0
62.31284528,0
62.41159781,0
62.51035034,0
62.60910287,0
62.7078554,0
62.80660792,0
62.90536045,0
63.00411298,0
63.10286551,0
63.20161804,0
63.30037057,0
63.39912309,0
63.49787562,0
63.59662815,0
63.69538068,0
63.79413321,0
63.89288573,0
63.99163826,0
64.09039079,0
64.18914332,0
64.28789585,0
64.38664838,0
64.4854009,0
64.58415343,0
64.68290596,0
64.78165849,0
64.88041102,0
64.97916354,0
65.07791607,0
65.1766686,0
65.27542113,0
65.37417366,0
65.47292619,0
65.57167871,0
65.67043124,0
65.76918377,0
65.8679363,0
65.96668883,0
66.06544135,0
66.16419388,0
66.26294641,0
66.36169894,0
66.46045147,0
66.559204,0
66.65795652,0
66.75670905,0
66.85546158,0
66.95421411,0
67.05296664,0
67.15171916,0
67.25047169,0
67.34922422,0
67.44797675,0
67.54672928,0
67.64548181,0
67.74423433,0
67.84298686,0
67.94173939,0
68.04049192,0
68.13924445,0
68.23799697,0
68.3367495,0
68.43550203,0
68.53425456,0
68.63300709,0
68.73175962,0
68.83051214,0
68.92926467,0
69.0280172,0
69.12676973,0
69.22552226,0
69.32427478,0
69.42302731,0
69.52177984,0
69.62053237,0
69.7192849,0
69.81803743,0
69.91678995,0
70.01554248,0
70.11429501,0
70.21304754,0
70.31180007,0
70.41055259,2.47E-42
70.50930512,8.81E-42
70.60805765,2.92E-41
70.70681018,9.87E-41
70.80556271,3.19E-40
70.90431524,1.01E-39
71.00306776,3.20E-39
71.10182029,1.00E-38
71.20057282,3.13E-38
71.29932535,9.67E-38
71.39807788,2.96E-37
71.4968304,9.01E-37
71.59558293,2.72E-36
71.69433546,8.14E-36
71.79308799,2.42E-35
71.89184052,7.13E-35
71.99059305,2.09E-34
72.08934557,6.07E-34
72.1880981,1.75E-33
72.28685063,5.01E-33
72.38560316,1.42E-32
72.48435569,4.01E-32
72.58310821,1.12E-31
72.68186074,3.12E-31
72.78061327,8.61E-31
72.8793658,2.36E-30
72.97811833,6.41E-30
73.07687086,1.73E-29
73.17562338,4.64E-29
73.27437591,1.24E-28
73.37312844,3.27E-28
73.47188097,8.57E-28
73.5706335,2.23E-27
73.66938603,5.78E-27
73.76813855,1.49E-26
73.86689108,3.79E-26
73.96564361,9.61E-26
74.06439614,2.42E-25
74.16314867,6.04E-25
74.26190119,1.50E-24
74.36065372,3.69E-24
74.45940625,9.03E-24
74.55815878,2.19E-23
74.65691131,5.29E-23
74.75566384,1.27E-22
74.85441636,3.01E-22
74.95316889,7.10E-22
75.05192142,1.66E-21
75.15067395,3.86E-21
75.24942648,8.91E-21
75.348179,2.04E-20
75.44693153,4.63E-20
75.54568406,1.04E-19
75.64443659,2.34E-19
75.74318912,5.18E-19
75.84194165,1.14E-18
75.94069417,2.49E-18
76.0394467,5.39E-18
76.13819923,1.16E-17
76.23695176,2.46E-17
76.33570429,5.20E-17
76.43445681,1.09E-16
76.53320934,2.26E-16
76.63196187,4.64E-16
76.7307144,9.47E-16
76.82946693,1.91E-15
76.92821946,3.82E-15
77.02697198,7.58E-15
77.12572451,1.49E-14
77.22447704,2.90E-14
77.32322957,5.58E-14
77.4219821,1.06E-13
77.52073462,2.01E-13
77.61948715,3.76E-13
77.71823968,6.97E-13
77.81699221,1.28E-12
77.91574474,2.32E-12
78.01449727,4.16E-12
78.11324979,7.39E-12
78.21200232,1.30E-11
78.31075485,2.26E-11
78.40950738,3.88E-11
78.50825991,6.60E-11
78.60701243,1.11E-10
78.70576496,1.84E-10
78.80451749,3.03E-10
78.90327002,4.92E-10
79.00202255,7.89E-10
79.10077508,1.25E-09
79.1995276,1.96E-09
79.29828013,3.02E-09
79.39703266,4.61E-09
79.49578519,6.95E-09
79.59453772,1.03E-08
79.69329024,1.51E-08
79.79204277,2.19E-08
79.8907953,3.11E-08
79.98954783,4.37E-08
80.08830036,6.05E-08
80.18705289,8.23E-08
80.28580541,1.10E-07
80.38455794,1.45E-07
80.48331047,1.88E-07
80.582063,2.39E-07
80.68081553,2.98E-07
80.77956805,3.64E-07
80.87832058,4.35E-07
80.97707311,5.08E-07
81.07582564,5.79E-07
81.17457817,6.41E-07
81.2733307,6.88E-07
81.37208322,7.11E-07
81.47083575,7.03E-07
81.56958828,6.54E-07
81.66834081,5.59E-07
81.76709334,4.12E-07
81.86584586,2.13E-07
81.96459839,-3.90E-08
82.06335092,-3.38E-07
82.16210345,-6.76E-07
82.26085598,-1.05E-06
82.35960851,-1.44E-06
82.45836103,-1.84E-06
82.55711356,-2.26E-06
82.65586609,-2.69E-06
82.75461862,-3.13E-06
82.85337115,-3.59E-06
82.95212367,-4.09E-06
83.0508762,-4.62E-06
83.14962873,-5.20E-06
83.24838126,-5.83E-06
83.34713379,-6.49E-06
83.44588632,-7.17E-06
83.54463884,-7.85E-06
83.64339137,-8.51E-06
83.7421439,-9.15E-06
83.84089643,-9.75E-06
83.93964896,-1.03E-05
84.03840148,-1.09E-05
84.13715401,-1.14E-05
84.23590654,-1.19E-05
84.33465907,-1.25E-05
84.4334116,-1.30E-05
84.53216413,-1.35E-05
84.63091665,-1.39E-05
84.72966918,-1.43E-05
84.82842171,-1.47E-05
84.92717424,-1.49E-05
85.02592677,-1.50E-05
85.12467929,-1.52E-05
85.22343182,-1.52E-05
85.32218435,-1.53E-05
85.42093688,-1.53E-05
85.51968941,-1.53E-05
85.61844194,-1.53E-05
85.71719446,-1.52E-05
85.81594699,-1.50E-05
85.91469952,-1.47E-05
86.01345205,-1.44E-05
86.11220458,-1.41E-05
86.2109571,-1.38E-05
86.30970963,-1.35E-05
86.40846216,-1.33E-05
86.50721469,-1.31E-05
86.60596722,-1.30E-05
86.70471975,-1.28E-05
86.80347227,-1.27E-05
86.9022248,-1.26E-05
87.00097733,-1.26E-05
87.09972986,-1.28E-05
87.19848239,-1.32E-05
87.29723491,-1.38E-05
87.39598744,-1.45E-05
87.49473997,-1.54E-05
87.5934925,-1.65E-05
87.69224503,-1.77E-05
87.79099756,-1.90E-05
87.88975008,-2.06E-05
87.98850261,-2.25E-05
88.08725514,-2.45E-05
88.18600767,-2.67E-05
88.2847602,-2.91E-05
88.38351272,-3.15E-05
88.48226525,-3.40E-05
88.58101778,-3.65E-05
88.67977031,-3.91E-05
88.77852284,-4.17E-05
88.87727537,-4.43E-05
88.97602789,-4.68E-05
89.07478042,-4.92E-05
89.17353295,-5.15E-05
89.27228548,-5.36E-05
89.37103801,-5.55E-05
89.46979053,-5.72E-05
89.56854306,-5.87E-05
89.66729559,-5.99E-05
89.76604812,-6.09E-05
89.86480065,-6.17E-05
89.96355318,-6.21E-05
90.0623057,-6.22E-05
90.16105823,-6.20E-05
90.25981076,-6.16E-05
90.35856329,-6.08E-05
90.45731582,-5.98E-05
90.55606834,-5.85E-05
90.65482087,-5.70E-05
90.7535734,-5.51E-05
90.85232593,-5.30E-05
90.95107846,-5.08E-05
91.04983099,-4.84E-05
91.14858351,-4.58E-05
91.24733604,-4.32E-05
91.34608857,-4.06E-05
91.4448411,-3.79E-05
91.54359363,-3.53E-05
91.64234615,-3.28E-05
91.74109868,-3.05E-05
91.83985121,-2.85E-05
91.93860374,-2.67E-05
92.03735627,-2.53E-05
92.1361088,-2.42E-05
92.23486132,-2.36E-05
92.33361385,-2.34E-05
92.43236638,-2.38E-05
92.53111891,-2.47E-05
92.62987144,-2.61E-05
92.72862396,-2.81E-05
92.82737649,-3.07E-05
92.92612902,-3.38E-05
93.02488155,-3.75E-05
93.12363408,-4.18E-05
93.22238661,-4.66E-05
93.32113913,-5.18E-05
93.41989166,-5.75E-05
93.51864419,-6.35E-05
93.61739672,-6.99E-05
93.71614925,-7.66E-05
93.81490177,-8.34E-05
93.9136543,-9.03E-05
94.01240683,-9.72E-05
94.11115936,-0.000103903
94.20991189,-0.000110438
94.30866442,-0.000116672
94.40741694,-0.000122509
94.50616947,-0.000127841
94.604922,-0.000132561
94.70367453,-0.000136577
94.80242706,-0.000139821
94.90117958,-0.000142238
94.99993211,-0.000143778
95.09868464,-0.000144391
95.19743717,-0.000144029
95.2961897,-0.000142665
95.39494223,-0.000140297
95.49369475,-0.000136953
95.59244728,-0.000132669
95.69119981,-0.000127487
95.78995234,-0.000121452
95.88870487,-0.000114623
95.98745739,-0.000107087
96.08620992,-9.90E-05
96.18496245,-9.04E-05
96.28371498,-8.15E-05
96.38246751,-7.23E-05
96.48122004,-6.31E-05
96.57997256,-5.40E-05
96.67872509,-4.51E-05
96.77747762,-3.66E-05
96.87623015,-2.87E-05
96.97498268,-2.16E-05
97.0737352,-1.53E-05
97.17248773,-9.96E-06
97.27124026,-5.81E-06
97.36999279,-2.96E-06
97.46874532,-1.51E-06
97.56749785,-1.55E-06
97.66625037,-3.14E-06
97.7650029,-6.34E-06
97.86375543,-1.12E-05
97.96250796,-1.77E-05
98.06126049,-2.59E-05
98.16001301,-3.57E-05
98.25876554,-4.70E-05
98.35751807,-5.98E-05
98.4562706,-7.40E-05
98.55502313,-8.93E-05
98.65377566,-0.0001057
98.75252818,-0.000122952
98.85128071,-0.000140826
98.95003324,-0.000159084
99.04878577,-0.000177491
99.1475383,-0.000195809
99.24629082,-0.000213777
99.34504335,-0.000231114
99.44379588,-0.000247528
99.54254841,-0.000262743
99.64130094,-0.000276514
99.74005347,-0.00028862
99.83880599,-0.000298837
99.93755852,-0.000306943
100.0363111,-0.000312733
100.1350636,-0.00031605
100.2338161,-0.000316787
100.3325686,-0.000314879
100.4313212,-0.000310276
100.5300737,-0.000302947
100.6288262,-0.000292897
100.7275787,-0.000280195
100.8263313,-0.000264973
100.9250838,-0.000247402
101.0238363,-0.000227679
101.1225889,-0.000206015
101.2213414,-0.000182662
101.3200939,-0.000157933
101.4188464,-0.000132196
101.517599,-0.000105837
101.6163515,-7.92E-05
101.715104,-5.28E-05
101.8138566,-2.69E-05
101.9126091,-2.02E-06
102.0113616,2.14E-05
102.1101141,4.29E-05
102.2088667,6.22E-05
102.3076192,7.88E-05
102.4063717,9.25E-05
102.5051243,0.000102751
102.6038768,0.000109405
102.7026293,0.000112171
102.8013818,0.000110897
102.9001344,0.000105473
102.9988869,9.58E-05
103.0976394,8.19E-05
103.196392,6.38E-05
103.2951445,4.15E-05
103.393897,1.53E-05
103.4926495,-1.44E-05
103.5914021,-4.76E-05
103.6901546,-8.38E-05
103.7889071,-0.000122585
103.8876596,-0.000163522
103.9864122,-0.000206098
104.0851647,-0.000249639
104.1839172,-0.000293629
104.2826698,-0.000337599
104.3814223,-0.000380762
104.4801748,-0.000422401
104.5789273,-0.000462076
104.6776799,-0.000499025
104.7764324,-0.000532441
104.8751849,-0.000562095
104.9739375,-0.000587458
105.07269,-0.000607508
105.1714425,-0.000622092
105.270195,-0.000631279
105.3689476,-0.00063412
105.4677001,-0.000630383
105.5664526,-0.000620855
105.6652052,-0.00060489
105.7639577,-0.000581795
105.8627102,-0.000553121
105.9614627,-0.000519315
106.0602153,-0.000478967
106.1589678,-0.00043355
106.2577203,-0.000385247
106.3564729,-0.000332318
106.4552254,-0.000275016
106.5539779,-0.000217656
106.6527304,-0.000159381
106.751483,-9.75E-05
106.8502355,-3.75E-05
106.948988,1.81E-05
107.0477406,7.54E-05
107.1464931,0.000130824
107.2452456,0.000175789
107.3439981,0.000218573
107.4427507,0.000262215
107.5415032,0.000290942
107.6402557,0.000309705
107.7390082,0.000333871
107.8377608,0.000343869
107.9365133,0.000332397
108.0352658,0.000329626
108.1340184,0.00032167
108.2327709,0.00027891
108.3315234,0.000241972
108.4302759,0.000219038
108.5290285,0.000152014
108.627781,7.59E-05
108.7265335,3.99E-05
108.8252861,-3.65E-05
108.9240386,-0.000151805
109.0227911,-0.00020228
109.1215436,-0.000266879
109.2202962,-0.000411937
109.3190487,-0.000484639
109.4178012,-0.000516106
109.5165538,-0.00066746
109.6153063,-0.000773653
109.7140588,-0.00075976
109.8128113,-0.000879353
109.9115639,-0.001027466
110.0103164,-0.000975183
110.1090689,-0.001015583
110.2078215,-0.001198202
110.306574,-0.001139276
110.4053265,-0.001061319
110.504079,-0.00124355
110.6028316,-0.001225853
110.7015841,-0.001021474
110.8003366,-0.001139849
110.8990892,-0.001204175
110.9978417,-0.000916169
111.0965942,-0.000898318
111.1953467,-0.001044983
111.2940993,-0.000762463
111.3928518,-0.000568215
111.4916043,-0.000740386
111.5903568,-0.000561536
111.6891094,-0.00022114
111.7878619,-0.000323919
111.8866144,-0.000299623
111.985367,8.06E-05
112.0841195,0.000121341
112.182872,2.52E-05
112.2816245,0.000313775
112.3803771,0.000491187
112.4791296,0.000371118
112.5778821,0.000489523
112.6766347,0.000708566
112.7753872,0.000649897
112.8741397,0.000619557
112.9728922,0.000760593
113.0716448,0.000766154
113.1703973,0.00067523
113.2691498,0.000685732
113.3679024,0.000680456
113.4666549,0.000592903
113.5654074,0.000518885
113.6641599,0.000432046
113.7629125,0.000327723
113.861665,0.000252697
113.9604175,0.000100837
114.0591701,-9.07E-05
114.1579226,-0.000143814
114.2566751,-0.000262113
114.3554276,-0.000560973
114.4541802,-0.00065757
114.5529327,-0.000658816
114.6516852,-0.000980426
114.7504377,-0.001196701
114.8491903,-0.00109645
114.9479428,-0.001307427
115.0466953,-0.001631121
115.1454479,-0.001525069
115.2442004,-0.001557391
115.3429529,-0.001876089
115.4417054,-0.001832742
115.540458,-0.00173499
115.6392105,-0.001934122
115.737963,-0.001919255
115.8367156,-0.001788482
115.9354681,-0.001851402
116.0342206,-0.001766967
116.1329731,-0.001642011
116.2317257,-0.001649664
116.3304782,-0.001441553
116.4292307,-0.001270642
116.5279833,-0.001305465
116.6267358,-0.001024705
116.7254883,-0.000742005
116.8242408,-0.000804664
116.9229934,-0.000554029
117.0217459,-0.000172789
117.1204984,-0.000203924
117.219251,-3.71E-05
117.3180035,0.000346594
117.416756,0.000373649
117.5155085,0.000489496
117.6142611,0.000785129
117.7130136,0.000807359
117.8117661,0.000924418
117.9105187,0.001130792
118.0092712,0.001049471
118.1080237,0.00114751
118.2067762,0.001328359
118.3055288,0.001114843
118.4042813,0.001105538
118.5030338,0.00128807
118.6017863,0.00101219
118.7005389,0.00084029
118.7992914,0.000963051
118.8980439,0.000705293
118.9967965,0.000428418
119.095549,0.000414863
119.1943015,0.000165159
119.293054,-0.000100752
119.3918066,-0.000227256
119.4905591,-0.000541791
119.5893116,-0.000750081
119.6880642,-0.000871839
119.7868167,-0.001263114
119.8855692,-0.001465217
119.9843217,-0.001495827
120.0830743,-0.001865311
120.1818268,-0.002102817
120.2805793,-0.002069741
120.3793319,-0.002309809
120.4780844,-0.002518106
120.5768369,-0.002486208
120.6755894,-0.002600105
120.774342,-0.00267231
120.8730945,-0.002619991
120.971847,-0.002685104
121.0705996,-0.002606094
121.1693521,-0.002444272
121.2681046,-0.00248214
121.3668571,-0.002335826
121.4656097,-0.002036306
121.5643622,-0.001983799
121.6631147,-0.001832004
121.7618673,-0.001477485
121.8606198,-0.001297823
121.9593723,-0.001109736
122.0581248,-0.0007908
122.1568774,-0.000554685
122.2556299,-0.000292462
122.3543824,-1.16E-05
122.4531349,0.000179221
122.5518875,0.000465466
122.65064,0.000741485
122.7493925,0.000858839
122.8481451,0.001073487
122.9468976,0.001317837
123.0456501,0.001391576
123.1444026,0.001495479
123.2431552,0.001629106
123.3419077,0.00165744
123.4406602,0.001682422
123.5394128,0.001666391
123.6381653,0.001597753
123.7369178,0.001567072
123.8356703,0.001433355
123.9344229,0.001241285
124.0331754,0.001137504
124.1319279,0.00092713
124.2306805,0.000645074
124.329433,0.000459052
124.4281855,0.000185436
124.526938,-0.00013229
124.6256906,-0.000368297
124.7244431,-0.000695894
124.8231956,-0.001012285
124.9219482,-0.001245136
125.0207007,-0.001591293
125.1194532,-0.001880288
125.2182057,-0.002072023
125.3169583,-0.002386995
125.4157108,-0.002611406
125.5144633,-0.002738217
125.6132158,-0.002984236
125.7119684,-0.003107286
125.8107209,-0.003150047
125.9094734,-0.003299922
126.008226,-0.003297105
126.1069785,-0.00325053
126.205731,-0.003290837
126.3044835,-0.003149053
126.4032361,-0.0030191
126.5019886,-0.002955752
126.6007411,-0.00268174
126.6994937,-0.002480979
126.7982462,-0.002332009
126.8969987,-0.001957831
126.9957512,-0.001708117
127.0945038,-0.001491393
127.1932563,-0.001067991
127.2920088,-0.000810655
127.3907614,-0.000541696
127.4895139,-0.000114371
127.5882664,9.55E-05
127.6870189,0.000383551
127.7857715,0.00078052
127.884524,0.0009058
127.9832765,0.001165848
128.0820291,0.001488539
128.1807816,0.001515165
128.2795341,0.001713505
128.3782866,0.001911602
128.4770392,0.001832917
128.5757917,0.001957794
128.6745442,0.001995081
128.7732968,0.001804897
128.8720493,0.001857753
128.9708018,0.001730671
129.0695543,0.001432523
129.1683069,0.001410142
129.2670594,0.001143297
129.3658119,0.000771074
129.4645644,0.000669467
129.563317,0.00029097
129.6620695,-9.74E-05
129.760822,-0.00026145
129.8595746,-0.000723781
129.9583271,-0.001073578
130.0570796,-0.00125949
130.1558321,-0.001763
130.2545847,-0.002040869
130.3533372,-0.0022059
130.4520897,-0.002679349
130.5508423,-0.002862033
130.6495948,-0.002992774
130.7483473,-0.003361361
130.8470998,-0.003406437
130.9458524,-0.003504322
131.0446049,-0.003738813
131.1433574,-0.003608357
131.24211,-0.003645486
131.3408625,-0.003749213
131.439615,-0.003464061
131.5383675,-0.003402517
131.6371201,-0.003358957
131.7358726,-0.002984307
131.8346251,-0.002836741
131.9333777,-0.002618636
132.0321302,-0.002195979
132.1308827,-0.002023556
132.2296352,-0.001661702
132.3283878,-0.001197352
132.4271403,-0.001030701
132.5258928,-0.0006225
132.6246454,-0.000163968
132.7233979,1.92E-05
132.8221504,0.000405603
132.9209029,0.000752942
133.0196555,0.000937584
133.118408,0.001300587
